"Carimbo de data/hora,""Você concorda em participar desta pesquisa?"",""[SV1] Minha empresa compartilha a importância e o valor da proteção tecnológica."",""[SV2] Minha empresa inclui o conceito de proteção tecnológica em suas metas de gestão."",""[SV3] Minha organização está ciente da necessidade de proteção tecnológica."",""[SV4] Minha empresa tem uma cultura organizacional que protege sua tecnologia."",""[SG1] Minha empresa possui uma estratégia de longo prazo para a proteção tecnológica."",""[SG2] Para minha empresa, a proteção tecnológica é uma prioridade estratégica."",""[SG3] Minha empresa possui um plano operacional para execução das ações de proteção tecnológica."",""[SG4] Minha empresa investe um orçamento suficiente para proteger sua tecnologia."",""[SU1] Minha empresa possui uma estrutura organizacional sistemática para proteger sua tecnologia."",""[SU2] Minha empresa possui um departamento encarregado de suas responsabilidades de proteção tecnológica."",""[SU3] Minha empresa possui um gerente encarregado das responsabilidades de proteção tecnológica."",""[SU4] Minha empresa opera e gerencia suas responsabilidades de proteção tecnológica de forma eficiente."",""[SM1] Minha empresa possui os regulamentos relevantes para proteger sua tecnologia."",""[SM2] Minha empresa controla e monitora seus dados técnicos."",""[SM3] Minha empresa usa acordos de confidencialidade e não concorrência para proteger sua tecnologia."",""[SM4] Minha empresa usa recompensas para funcionários que são excelentes em proteger a tecnologia da empresa e aplica diretrizes previstas para aqueles que violam os regulamentos."",""[SF1] Os membros da minha empresa entendem seus papéis e responsabilidades na proteção da tecnologia da empresa."",""[SF2] Os membros da minha empresa aderem estritamente aos regulamentos e diretrizes relevantes para proteger a tecnologia da empresa."",""[SF3] Os membros da minha empresa recebem treinamento relacionado à proteção tecnológica."",""[SF4] Os membros da minha empresa respeitam os gerentes encarregados da proteção tecnológica."",""[SY1] A equipe de gestão da minha empresa tem um alto nível de interesse em proteção tecnológica."",""[SY2] A equipe de gestão da minha empresa reconhece que a proteção tecnológica é importante para as atividades de negócios."",""[SY3] A equipe de gestão da minha empresa apoia ativamente a proteção da tecnologia da empresa."",""[SY4] A equipe de gestão da minha empresa leva a questão da proteção tecnológica em consideração durante os processos de tomada de decisão."",""[SK1] Na minha empresa, a divisão encarregada da proteção da tecnologia tem expertise em proteção tecnológica."",""[SK2] Na minha empresa, os membros do pessoal encarregado da proteção tecnológica têm certificações profissionais."",""[SK3] Na minha empresa, a divisão ou o pessoal encarregado da proteção tecnológica recebe o treinamento profissional relevante."",""[SK4] Minha empresa possui um manual de resposta para a ocorrência de vazamentos de tecnologia."",""[TP1] Minha empresa protege bem a confidencialidade relacionada à tecnologia."",""[TP2] Minha empresa é melhor no gerenciamento de segurança do que outras empresas."",""[TP3] Minha empresa tem menos vazamentos de tecnologia ou incidentes de segurança em comparação com outras empresas."",""[TP4] Minha empresa nunca sofreu grandes danos por vazamentos de tecnologia ou incidentes de segurança."",""Idade (em anos completos)"",""Sexo"",""Setor da organização em que você trabalha (INICIATIVA)"",""Porte da organização (Company Size — variável de controle)"",""Sua função/cargo é predominantemente de"",""Tempo de atuação na organização atual (em anos)"",""Você já recebeu treinamento formal em segurança da informação ou proteção tecnológica?"""
"2026/05/12 1:56:51 PM GMT-3,""Sim, concordo em participar"",""5"",""6"",""7"",""5"",""6"",""5"",""5"",""5"",""5"",""7"",""7"",""6"",""5"",""4"",""5"",""3"",""3"",""3"",""2"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""5"",""3"",""4"",""3"",""5"",""3"",""46"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""21"",""Sim"""
"2026/05/12 2:09:31 PM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""6"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""58"",""Masculino"",""Privada"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""28"",""Sim"""
"2026/05/12 2:30:20 PM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""7"",""7"",""4"",""4"",""6"",""7"",""7"",""7"",""7"",""7"",""7"",""1"",""7"",""4"",""1"",""4"",""1"",""7"",""4"",""4"",""7"",""4"",""4"",""4"",""7"",""1"",""5"",""2"",""48"",""Feminino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""2"",""Não"""
"2026/05/12 2:51:01 PM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""34"",""Masculino"",""Privada"",""Grande (250 ou mais)"",""Coordenação/supervisão"",""5"",""Sim"""
"2026/05/12 2:52:59 PM GMT-3,""Sim, concordo em participar"",""7"",""2"",""7"",""7"",""6"",""5"",""6"",""2"",""5"",""4"",""4"",""4"",""7"",""7"",""7"",""1"",""3"",""1"",""2"",""4"",""7"",""7"",""7"",""7"",""7"",""7"",""4"",""1"",""4"",""4"",""4"",""1"",""23"",""Masculino"",""Privada"",""Média (50 a 249)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""5"",""Sim"""
"2026/05/12 4:06:09 PM GMT-3,""Sim, concordo em participar"",""6"",""7"",""7"",""7"",""6"",""7"",""6"",""6"",""6"",""7"",""7"",""7"",""6"",""7"",""6"",""4"",""5"",""6"",""7"",""7"",""6"",""7"",""6"",""7"",""6"",""4"",""6"",""7"",""7"",""6"",""6"",""7"",""52"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Coordenação/supervisão"",""29"",""Sim"""
"2026/05/12 4:08:06 PM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""6"",""6"",""6"",""1"",""7"",""7"",""4"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""5"",""7"",""7"",""6"",""1"",""26"",""Masculino"",""Privada"",""Média (50 a 249)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""08"",""Não"""
"2026/05/12 4:37:52 PM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""6"",""7"",""7"",""7"",""6"",""6"",""6"",""6"",""6"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""27"",""Masculino"",""Privada"",""Média (50 a 249)"",""Coordenação/supervisão"",""15"",""Sim"""
"2026/05/12 7:10:51 PM GMT-3,""Sim, concordo em participar"",""3"",""2"",""5"",""1"",""3"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""3"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""4"",""52"",""Feminino"",""Privada"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""3"",""Não"""
"2026/05/12 9:22:28 PM GMT-3,""Sim, concordo em participar"",""6"",""6"",""7"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""4"",""6"",""6"",""4"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""4"",""6"",""4"",""25"",""Feminino"",""Privada"",""Média (50 a 249)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""3 "",""Não"""
"2026/05/13 7:31:01 AM GMT-3,""Sim, concordo em participar"",""6"",""7"",""7"",""7"",""7"",""6"",""7"",""5"",""7"",""6"",""4"",""6"",""7"",""7"",""7"",""1"",""6"",""6"",""6"",""6"",""6"",""7"",""7"",""7"",""6"",""5"",""5"",""6"",""7"",""6"",""7"",""7"",""50"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Direção/executivo"",""16"",""Sim"""
"2026/05/13 9:47:57 AM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""6"",""5"",""5"",""46"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""15"",""Sim"""
"2026/05/13 5:01:03 PM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""4"",""4"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""4"",""7"",""4"",""7"",""7"",""7"",""4"",""49"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""18"",""Sim"""
"2026/05/14 10:56:45 AM GMT-3,""Sim, concordo em participar"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""5"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""5"",""6"",""6"",""5"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""50"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""3"",""Sim"""
"2026/05/14 11:11:20 AM GMT-3,""Sim, concordo em participar"",""3"",""5"",""7"",""5"",""6"",""3"",""6"",""6"",""5"",""6"",""4"",""4"",""6"",""6"",""5"",""2"",""5"",""5"",""2"",""4"",""6"",""6"",""6"",""6"",""6"",""4"",""4"",""4"",""5"",""6"",""6"",""4"",""45"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""20"",""Sim"""
"2026/05/14 8:42:47 PM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""6"",""6"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""6"",""7"",""7"",""6"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""6"",""7"",""7"",""32"",""Masculino"",""Privada"",""Grande (250 ou mais)"",""Coordenação/supervisão"",""2"",""Sim"""
"2026/05/15 10:13:42 AM GMT-3,""Sim, concordo em participar"",""4"",""6"",""6"",""4"",""4"",""4"",""3"",""4"",""4"",""6"",""6"",""5"",""6"",""4"",""5"",""3"",""4"",""5"",""3"",""4"",""3"",""4"",""5"",""4"",""4"",""5"",""4"",""5"",""5"",""4"",""5"",""2"",""58"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Coordenação/supervisão"",""31"",""Sim"""
"2026/05/15 11:16:23 AM GMT-3,""Sim, concordo em participar"",""7"",""4"",""7"",""5"",""4"",""3"",""4"",""4"",""6"",""7"",""7"",""4"",""4"",""4"",""5"",""2"",""5"",""5"",""1"",""4"",""6"",""7"",""7"",""6"",""4"",""4"",""4"",""1"",""4"",""3"",""6"",""6"",""45"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""20"",""Não"""
"2026/05/15 3:33:11 PM GMT-3,""Sim, concordo em participar"",""2"",""3"",""4"",""2"",""2"",""2"",""2"",""2"",""3"",""3"",""3"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"",""2"",""2"",""4"",""4"",""4"",""3"",""2"",""1"",""4"",""1"",""43"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""11"",""Não"""
"2026/05/16 10:11:26 AM GMT-3,""Sim, concordo em participar"",""5"",""5"",""6"",""5"",""5"",""5"",""5"",""5"",""6"",""6"",""6"",""5"",""5"",""5"",""6"",""1"",""4"",""3"",""3"",""4"",""4"",""4"",""3"",""4"",""6"",""6"",""6"",""4"",""4"",""2"",""4"",""5"",""43"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Coordenação/supervisão"",""18"",""Não"""
"2026/05/18 3:17:39 PM GMT-3,""Sim, concordo em participar"",""6"",""5"",""6"",""7"",""6"",""6"",""6"",""5"",""6"",""7"",""6"",""6"",""6"",""5"",""6"",""2"",""5"",""6"",""5"",""5"",""6"",""5"",""5"",""5"",""6"",""6"",""5"",""4"",""6"",""5"",""6"",""6"",""49"",""Feminino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""26"",""Não"""
"2026/05/19 8:51:51 AM GMT-3,""Sim, concordo em participar"",""7"",""7"",""7"",""7"",""6"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""7"",""6"",""6"",""6"",""6"",""6"",""5"",""6"",""6"",""7"",""7"",""7"",""7"",""6"",""6"",""6"",""6"",""6"",""6"",""6"",""40"",""Masculino"",""Economia mista"",""Grande (250 ou mais)"",""Gerência"",""17"",""Sim"""
"2026/05/19 8:56:42 AM GMT-3,""Sim, concordo em participar"",""7"",""5"",""7"",""6"",""6"",""5"",""4"",""5"",""6"",""7"",""7"",""5"",""4"",""7"",""7"",""1"",""6"",""6"",""7"",""7"",""7"",""7"",""7"",""7"",""5"",""4"",""3"",""3"",""7"",""4"",""6"",""7"",""49"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""1"",""Não"""
"2026/05/19 2:42:53 PM GMT-3,""Sim, concordo em participar"",""2"",""2"",""5"",""3"",""3"",""3"",""4"",""3"",""4"",""7"",""7"",""6"",""6"",""5"",""7"",""1"",""2"",""3"",""1"",""7"",""1"",""1"",""2"",""1"",""7"",""6"",""4"",""1"",""2"",""2"",""4"",""4"",""50"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""13"",""Não"""
"2026/05/20 12:55:12 PM GMT-3,""Sim, concordo em participar"",""4"",""5"",""4"",""4"",""5"",""5"",""5"",""4"",""5"",""6"",""6"",""4"",""6"",""4"",""6"",""4"",""3"",""3"",""3"",""5"",""4"",""5"",""5"",""5"",""6"",""6"",""5"",""5"",""6"",""6"",""6"",""5"",""59"",""Masculino"",""Pública"",""Grande (250 ou mais)"",""Operacional/técnica (analista, desenvolvedor, técnico)"",""29"",""Não"""
